id	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
1881																			6.52 	4.95 	3.33 
1882																			3.75 	3.85 	2.11 
1883																				2.62 	1.98 
1884																				5.01 	4.99 
1885																			2.98 	6.73 	3.13 
1886																				4.22 	4.11 
1887																				2.86 	2.00 
1888																				7.65 	4.49 
1889																				8.97 	6.60 
1890																				5.84 	4.63 
1891																				6.32 	3.64 
1892																				4.27 	2.19 
1893																				4.44 	3.28 
1894																				7.82 	8.49 
1895																				3.74 	5.21 
1896																				6.90 	4.58 
1897																				5.17 	3.78 
1898																				2.98 	2.18 
1899																				4.93 	2.47 
1900																				18.58 	12.86 
1901																				5.43 	5.94 
1902																				8.64 	5.34 
1903																				11.54 	9.70 
1904																				5.13 	3.34 
1905																				6.57 	3.16 
1906																				11.53 	4.40 
1907																				4.08 	2.58 
1908																				7.71 	5.20 
1909																				3.70 	2.55 
1910																				3.88 	2.30 
1911																				8.06 	5.90 
1912																				10.07 	3.95 
1913																				5.64 	5.47 
1914																				6.66 	3.96 
1915																				4.16 	2.55 
1916																				25.40 	8.01 
1917																				8.33 	4.49 
1918																				7.43 	7.19 
1919																				3.44 	2.32 
1920																				4.96 	2.87 
1921																				5.52 	3.13 
1922																					6.93 
1923																				3.09 	1.89 
1924																				5.85 	3.07 
1925																				7.06 	4.91 
1926																				6.93 	6.65 
1927																				9.69 	4.38 
1928																				12.96 	9.14 
1929																				4.17 	2.53 
1930																				5.02 	3.44 
1931																				10.43 	8.41 
1932																					7.67 
1933																				4.51 	4.03 
1934																				3.92 	2.21 
1935																				4.61 	4.34 
1936																				9.78 	7.46 
1937																				7.54 	2.76 
1938																				7.18 	4.59 
1939																				3.30 	1.86 
1940																				6.15 	3.36 
1941																				6.44 	5.03 
1942																					3.33 
1943																				4.83 	3.55 
1944																				4.73 	6.01 
1945																				8.87 	4.19 
1946																				15.29 	8.74 
1947																				4.88 	2.83 
1948																				4.07 	5.07 
1949																				3.71 	2.31 
1950																				5.78 	7.00 
1951																				6.48 	4.36 
1952																				5.97 	4.03 
1953																				8.11 	4.06 
1954																				9.67 	5.07 
1955																				3.99 	2.19 
1956																				8.10 	5.82 
1957																				3.49 	1.69 
1958																				7.53 	6.21 
1959																				7.14 	6.58 
1960																				4.20 	3.87 
1961																					1.90 
1962																				4.93 	2.55 
1963																				26.78 	14.73 
1964																				7.50 	6.77 
1965																				8.00 	4.65 
1966																				4.64 	3.30 
1967																				4.24 	5.42 
1968																				8.19 	4.38 
1969																				7.49 	3.96 
1970																				4.18 	5.32 
1971																					6.31 
1972																				9.89 	8.49 
1973																				20.06 	5.76 
1974																				4.75 	2.27 
1975																				10.97 	5.98 
1976																				3.56 	1.76 
1977																				7.34 	2.41 
1978																				6.24 	4.02 
1979																				6.59 	5.16 
1980																				3.45 	1.66 
1981																				2.19 	7.14 
1982																				11.17 	7.78 
1983																				4.60 	3.67 
1984																				4.95 	3.37 
1985																				10.10 	7.09 
1986																				5.56 	3.75 
1987																				4.31 	2.21 
1988																				9.18 	3.69 
1989																				6.58 	2.80 
1990																				5.39 	3.34 
1991																					3.54 
1992																				3.68 	2.18 
1993																				7.00 	3.49 
1994																				5.70 	3.05 
1995																				9.40 	6.42 
1996																				9.30 	4.63 
1997																				10.03 	3.79 
1998																				6.94 	5.21 
1999																				3.83 	2.75 
2000																				4.49 	2.76 
2001																				4.65 	3.83 
2002																				16.80 	7.90 
2003																				6.31 	4.11 
2004																				11.02 	3.82 
2005																				5.01 	1.84 
2006																				5.18 	2.74 
2007																				6.98 	5.06 
2008																				3.98 	2.20 
2009																				6.34 	2.87 
2010																				6.28 	5.47 
2011																				3.51 	2.17 
2012																				4.64 	2.72 
2013																				3.97 	2.55 
2014																				4.58 	2.75 
2015																				5.38 	4.03 
2016																				3.60 	1.87 
2017																				7.02 	5.66 
2018																				5.19 	3.32 
2019																					4.09 
2020																				16.92 	9.87 
2021																				8.44 	4.66 
2022																				6.93 	4.75 
2023																				4.01 	2.65 
2024																				10.19 	6.97 
2025																				6.86 	4.58 
2026																				3.79 	2.09 
2027																					2.23 
2028																				3.17 	3.13 
2029																					4.52 
2030																					1.84 
2031																					4.63 
2032																					3.11 
2033																					3.52 
2034																					2.13 
2035																					2.73 
2036																					6.99 
2037																					3.84 
2038																					4.23 
2039																					8.66 
2040																					8.08 
2041																					3.46 
2042																					4.92 
2043																					5.46 
2044																					5.19 
2045																					5.36 
2046																					3.18 
2047																					8.76 
2048						2.36 	2.17 	1.70 	1.80 	4.34 	1.39 	1.88 	1.55 	1.04 	1.13 	1.03 	1.48 	1.71 	1.56 	2.03 	1.33 
2049		1.94 	2.79 	3.72 	4.47 	3.08 	1.56 	1.23 	1.29 	3.31 	1.12 	2.53 	1.64 	1.05 	1.00 	0.98 	1.95 	2.77 	2.11 	1.75 	1.01 
2050		2.75 	4.13 	3.49 	2.38 	1.99 	1.71 	1.51 	2.64 	5.27 	1.70 	2.84 	2.34 	2.07 	2.47 	2.20 	2.95 	3.35 	2.84 	2.67 	1.86 
2051	3.59 	3.33 	3.11 	2.36 	2.37 	3.02 	3.71 	3.05 	3.59 	6.26 	1.78 	2.62 	1.70 	1.54 	1.52 	1.63 	2.05 	2.80 	2.29 	3.45 	3.46 
2052				2.04 	1.57 	1.53 	1.07 	0.99 	1.35 	3.59 	1.14 	2.40 	1.93 	2.05 	2.68 	1.82 	3.45 	2.50 	1.92 	2.27 	1.29 
2053						2.45 	2.48 	2.15 	2.15 	3.31 	1.25 	1.86 	1.70 	1.11 	1.02 	0.93 	1.35 	2.73 	3.15 	1.95 	0.99 
2054									2.04 	3.95 	1.77 	2.51 	2.04 	1.10 	1.03 	0.82 	1.44 	1.99 	1.21 	1.12 	0.75 
2055									5.96 	6.77 	2.33 	3.79 	2.26 	1.30 	1.25 	2.41 	2.68 	2.52 	1.95 	2.22 	1.59 
2056			2.68 	1.86 	1.83 	2.49 	1.79 	0.97 	1.87 	3.45 	0.88 	1.78 	1.07 	0.80 	0.75 	0.61 	1.01 	0.81 	0.86 	1.16 	0.82 
2057						2.05 	2.08 	1.53 	1.59 	2.80 	1.03 	1.62 	1.21 	0.87 	0.77 	0.72 	1.17 	1.76 	1.14 	1.10 	0.87 
2058							1.67 	1.09 	1.93 	4.95 	1.06 	2.32 	1.54 	1.49 	1.10 	0.83 	1.73 	1.58 	1.31 	1.30 	0.85 
2059					2.55 	4.01 	3.59 	1.71 	2.74 	7.66 	1.30 	2.28 	1.45 	0.85 	0.67 	0.78 	1.50 	1.45 	1.00 	0.88 	0.64 
2060				2.15 	1.78 	2.63 	2.03 	1.87 	3.05 	6.75 	1.84 	3.24 	1.66 	1.31 	1.17 	0.92 	1.29 	0.89 	0.92 	1.02 	0.85 
2061						1.87 	2.00 	1.16 	1.75 	9.99 	2.99 	4.68 	3.57 	1.45 	1.17 	0.79 	1.42 	2.16 	1.60 	2.42 	1.25 
2062						3.49 	2.17 	1.54 	5.26 	11.96 	3.57 	7.28 	9.65 	4.84 	3.49 	2.05 	3.20 	2.21 	2.08 	2.77 	2.09 
2063				2.56 	2.28 	2.36 	2.31 	2.24 	2.25 	3.91 	1.84 	1.84 	1.41 	0.93 	0.85 	0.79 	1.35 	1.45 	1.12 	1.15 	0.90 
2064							1.77 	1.48 	1.79 	3.38 	1.42 	1.92 	1.68 	0.97 	0.83 	0.80 	1.47 	2.34 	2.07 	1.50 	0.82 
2065				5.04 	3.60 	3.27 	3.80 	3.53 	4.48 	8.40 	2.34 	3.36 	2.52 	1.59 	1.29 	1.43 	2.57 	2.60 	1.68 	1.41 	0.92 
2066			4.56 	4.79 	7.59 	3.58 	2.26 	1.76 	3.76 	8.56 	2.34 	5.31 	6.72 	3.90 	3.98 	2.75 	3.59 	4.75 	4.16 	3.80 	2.85 
2067						1.61 	1.10 	0.81 	1.49 	2.91 	2.00 	2.85 	2.62 	1.68 	1.76 	1.40 	2.21 	1.78 	1.48 	1.12 	0.85 
2068									6.55 	6.66 	2.51 	3.14 	1.96 	1.69 	2.28 	1.14 	1.89 	1.60 	1.21 	1.65 	1.22 
2069					1.44 	1.97 	1.43 	1.25 	2.08 	4.70 	1.52 	2.18 	1.60 	1.56 	1.03 	0.91 	1.36 	1.66 	2.00 	1.41 	1.14 
2070	3.48 	3.00 	5.61 	3.49 	2.56 	1.85 	1.40 	1.42 	1.66 	2.35 	1.24 	2.62 	1.74 	1.50 	1.13 	1.14 	1.42 	2.19 	2.10 	1.21 	0.70 
2071	3.80 	5.10 	6.15 	3.30 	1.75 	1.27 	1.01 	0.93 	2.16 	11.17 	1.90 	3.78 	2.06 	1.29 	2.01 	1.64 	2.78 	5.92 	3.00 	1.43 	1.02 
2072	3.68 	4.98 	6.16 	4.80 	3.85 	2.83 	3.36 	3.89 	6.21 	14.65 	5.54 	7.03 	5.60 	4.05 	3.12 	2.38 	3.29 	3.95 	2.89 	2.58 	1.72 
2073	4.81 	3.53 	7.37 	5.91 	3.10 	2.03 	1.92 	1.71 	1.62 	4.83 	2.41 	4.01 	5.97 	3.75 	2.93 	3.33 	6.12 	13.11 	3.91 	4.68 	2.39 
2074	4.11 	5.09 	6.46 	3.55 	2.72 	2.02 	1.69 	2.04 	1.95 	4.05 	2.09 	4.54 	3.49 	3.78 	3.14 	2.90 	3.34 	3.12 	2.96 	3.43 	1.59 
2075	9.83 	6.46 	7.20 	6.00 	5.44 	3.47 	2.53 	2.33 	3.39 	-7.20 	-0.78 	-5.83 	7671.24 	3.07 	2.53 	3.24 	2.80 	2.53 	2.01 	1.32 	0.94 
2076	2.14 	3.52 	5.86 	4.54 	3.19 	2.85 	1.81 	1.59 	1.85 	8.55 	1.51 	2.54 	3.99 	2.59 	2.23 	1.70 	2.17 	4.89 	3.26 	2.57 	1.71 
2077	4.27 	3.33 	3.87 	2.47 	2.45 	1.25 	1.14 	1.26 	3.27 	5.17 	2.11 	4.09 	4.17 	2.96 	3.01 	2.42 	1.95 	2.36 	2.13 	1.91 	1.31 
2078	3.47 	3.35 	4.07 	2.02 	1.38 	1.30 	1.25 	1.31 	1.20 	2.34 	1.07 	3.04 	1.76 	1.44 	1.50 	1.53 	1.38 	2.17 	1.70 	1.43 	0.81 
2079	3.39 	3.28 	6.53 	4.34 	4.04 	5.97 	1.20 	1.36 	1.85 	6.74 	3.73 	3.88 	4.22 	2.09 	2.79 	2.40 	2.04 	2.71 	2.41 	2.89 	1.61 
2080	3.70 	3.78 	4.87 	3.76 	2.92 	1.95 	1.60 	1.25 	2.08 	1.85 	1.20 	2.14 	2.06 	1.52 	1.63 	1.28 	1.91 	3.03 	2.09 	1.49 	0.97 
2081	4.83 	5.64 	5.52 	3.28 	2.26 	1.65 	1.24 	1.04 	1.22 	1.57 	0.92 	1.38 	1.53 	1.00 	1.21 	1.14 	1.12 	1.63 	1.31 	1.08 	1.04 
2082	2.71 	2.57 	2.66 	2.21 	1.76 	1.69 	1.63 	1.51 	3.96 	5.18 	2.79 	4.79 	4.40 	3.69 	2.43 	2.56 	3.05 	3.87 	3.19 	3.68 	1.68 
2083	5.55 	6.00 	5.96 	4.65 	4.97 	4.42 	3.71 	2.79 	3.40 	10.39 	1.70 	5.08 	2.94 	1.41 	2.16 	1.64 	1.77 	1.84 	1.57 	1.34 	0.71 
2084	1.85 	1.63 	1.92 	1.55 	1.16 	1.18 	0.82 	0.63 	0.88 	4.76 	3.23 	3.07 	3.96 	2.41 	1.54 	1.01 	2.07 	1.79 	1.88 	1.51 	1.09 
2085	3.94 	4.79 	5.13 	5.56 	4.59 	3.90 	3.04 	1.99 	2.20 	5.91 	1.14 	2.58 	2.28 	2.74 	2.34 	2.14 	4.43 	2.71 	8.21 	5.03 	2.34 
2086	4.66 	3.73 	5.71 	5.38 	2.62 	2.10 	1.34 	0.98 	1.18 	2.86 	1.09 	2.84 	3.10 	2.09 	2.37 	1.70 	2.20 	3.59 	2.48 	2.19 	1.44 
2087	3.82 	3.35 	7.03 	4.30 	3.20 	2.42 	2.51 	1.48 	2.52 	4.14 	1.32 	3.15 	4.79 	2.73 	2.33 	2.37 	6.13 	11.98 	14.49 	9.36 	4.27 
2088	3.60 	2.13 	2.91 	2.65 	2.48 	1.95 	1.50 	1.03 	1.93 	11.50 	2.92 	4.72 	5.21 	5.21 	5.03 	5.13 	4.67 	8.12 	3.52 	2.63 	1.38 
2089	2.51 	3.62 	6.64 	5.35 	4.27 	3.81 	4.51 	2.25 	2.70 	5.29 	1.86 	4.96 	5.47 	2.33 	2.56 	3.64 	3.04 	4.47 	3.36 	2.15 	1.83 
2090	4.18 	2.84 	4.05 	3.09 	2.05 	1.94 	1.35 	0.86 	1.63 	5.83 	2.09 	4.94 	8.24 	5.18 	-17.29 	29.18 	8.37 	26.15 	7.38 	-7.16 	-0.58 
2091	7.62 	2.11 	3.21 	2.02 	1.40 	1.26 	1.52 	1.38 	2.34 	5.21 	1.39 	2.59 	3.17 	2.12 	1.71 	1.87 	1.85 	2.97 	2.23 	1.74 	0.92 
2092	5.42 	4.38 	8.38 	4.75 	2.24 	1.84 	1.65 	2.10 	2.31 	24.13 	10.31 	39.05 	28.25 	26.92 	14.36 	12.28 	15.17 	4.21 	3.32 	2.25 	1.13 
2093	10.42 	7.23 	6.30 	4.59 	3.47 	2.31 	1.93 	1.61 	2.53 	3.01 	1.67 	6.69 	4.32 	2.34 	2.95 	1.83 	2.03 	2.58 	2.05 	1.28 	0.84 
2094	3.19 	2.64 	4.16 	3.68 	2.65 	2.33 	2.20 	1.72 	2.03 	5.91 	2.62 	3.66 	3.26 	2.66 	3.22 	2.19 	2.55 	2.93 	2.58 	1.86 	1.24 
2095	4.62 	3.90 	9.12 	4.83 	2.42 	1.89 	1.62 	1.07 	1.46 	3.48 	1.62 	3.80 	6.15 	3.59 	3.82 	3.45 	2.87 	3.63 	3.00 	2.09 	1.55 
2096	8.93 	5.07 	4.33 	2.98 	2.00 	1.45 	1.08 	0.84 	1.26 	3.09 	1.02 	2.63 	3.14 	2.22 	2.16 	2.53 	2.83 	4.19 	3.58 	2.23 	1.51 
2097	6.57 	8.16 	12.84 	15.21 	8.88 	6.66 	3.45 	2.01 	2.97 	6.44 	3.17 	7.40 	7.56 	3.32 	2.83 	3.20 	4.31 	6.53 	4.11 	3.00 	1.75 
2098	2.03 	3.13 	4.93 	5.18 	4.22 	3.49 	2.54 	1.73 	3.53 	3.44 	1.01 	2.98 	2.04 	1.32 	1.80 	1.85 	2.54 	2.62 	2.87 	2.30 	1.71 
2099	4.52 	31.54 	59.80 	940.98 	89.99 	44.69 	28.08 	-15.76 	54.71 	85.62 	23.53 	115.91 	122.72 	34.11 	49.72 	51.06 	63.01 	100.63 	102.55 	72.63 	348.63 
2100	3.67 	2.59 	6.03 	3.72 	2.80 	2.56 	1.83 	2.69 	-6.37 	-15.48 	-2.39 	8.01 	7.09 	4.66 	4.71 	3.35 	2.74 	3.40 	5.50 	3.61 	1.51 
2101	5.01 	6.18 	5.85 	5.21 	4.07 	3.49 	3.56 	2.57 	3.10 	5.69 	2.25 	3.61 	5.48 	5.25 	5.83 	5.59 	5.47 	8.60 	5.52 	5.25 	4.07 
2102	5.09 	4.14 	8.85 	6.94 	5.68 	7.09 	3.13 	1.86 	8.77 	13.14 	4.69 	9.15 	19.32 	7.96 	10.47 	6.87 	9.09 	6.04 	4.89 	4.48 	4.18 
2103	4.69 	4.75 	6.75 	5.09 	2.99 	3.01 	3.69 	2.91 	4.53 	10.41 	2.66 	3.99 	5.33 	4.48 	2.95 	4.65 	5.15 	8.68 	7.14 	4.01 	2.81 
2104	4.74 	6.56 	5.37 	3.28 	2.26 	2.78 	2.62 	1.82 	3.50 	11.19 	5.49 	6.14 	3.21 	1.58 	1.25 	1.93 	2.05 	1.83 	1.30 	1.32 	0.87 
2105	5.14 	4.94 	8.38 	9.37 	9.69 	-1.34 	-1.17 	-8.44 	9.61 	18.84 	4.11 	10.49 	11.07 	6.38 	5.85 	4.71 	6.62 	15.90 	3.09 	1.95 	1.29 
2106	5.91 	4.50 	5.15 	3.26 	1.40 	1.22 	0.92 	0.70 	0.78 	1.52 	0.61 	4.04 	2.80 	2.19 	2.44 	3.53 	8.23 	6.79 	5.91 	2.78 	1.85 
2107	3.04 	3.47 	5.02 	4.52 	4.43 	2.81 	2.21 	1.57 	1.92 	6.47 	5.82 	7.68 	6.21 	4.12 	4.63 	4.48 	6.10 	3.28 	2.64 	1.80 	1.20 
2108	2.84 	5.23 	4.06 	2.99 	2.07 	1.58 	1.15 	1.43 	7.50 	-3.27 		231.90 	204.75 	2.87 	4.43 	2.91 	2.90 	4.28 	2.07 	1.46 	0.74 
2109	3.08 	4.52 	4.76 	4.10 	2.68 	1.97 	1.47 	1.12 	1.65 	4.05 	1.54 	4.05 	6.29 	2.87 	2.96 	2.47 	3.18 	5.59 	6.42 	3.04 	1.81 
2110	4.29 	3.46 	4.65 	3.18 	2.68 	2.66 	2.60 	1.70 	2.63 	7.95 	2.58 	3.18 	3.41 	1.65 	1.73 	1.22 	2.47 	2.60 	3.23 	2.60 	1.51 
2111	3.67 	4.05 	138.00 	12.28 	8.73 	5.22 	4.13 	2.89 	2.87 	10.78 	5.02 	6.37 	4.30 	3.00 	3.13 	3.02 	3.14 	5.04 	5.42 	2.67 	1.51 
2112	2.63 	2.48 	4.84 	5.09 	3.50 	3.88 	1.46 	1.15 	1.44 	4.38 	1.53 	3.57 	4.62 	2.40 	2.59 	2.38 	3.75 	6.58 	8.75 	4.53 	2.63 
2113	7.15 	7.14 	6.59 	4.35 	3.15 	2.86 	2.85 	1.80 	1.84 	5.20 	1.38 	2.50 	3.30 	2.05 	1.64 	2.09 	2.22 	3.04 	1.88 	1.37 	1.80 
2114	2.08 	1.94 	3.07 	2.25 	1.72 	1.50 	1.29 	0.85 	1.23 	3.27 	1.30 	2.66 	2.19 	2.00 	2.23 	1.82 	3.12 	7.48 	3.14 	2.02 	1.31 
2115	3.44 	3.30 	3.58 	2.28 	2.09 	3.54 	1.37 	0.93 	1.66 	4.61 	1.01 	4.03 	2.05 	1.52 	1.59 	1.13 	1.50 	1.34 	1.35 	1.66 	1.33 
2116	5.67 	5.01 	6.09 	4.59 	2.44 	1.77 	1.51 	0.91 	1.19 	2.79 	0.92 	2.54 	4.02 	1.73 	1.41 	1.73 	2.21 	4.96 	3.86 	2.38 	1.74 
2117	3.25 	3.48 	4.65 	3.79 	2.46 	1.81 	1.80 	1.01 	1.30 	4.32 	1.54 	2.80 	2.70 	1.67 	1.76 	1.50 	1.80 	2.94 	1.82 	1.19 	0.94 
2118	2.61 	3.65 	4.41 	3.02 	4.20 	3.12 	2.59 	2.07 	3.48 	17.24 	6.96 	11.92 	8.20 	4.79 	5.17 	4.31 	5.72 	14.24 	12.80 	8.18 	3.61 
2119	3.37 	2.06 	3.39 	2.81 	2.02 	1.75 	1.75 	1.00 	1.91 	7.16 	2.57 	3.83 	4.36 	3.16 	3.08 	3.35 	3.86 	3.03 	2.37 	1.70 	1.08 
2120	4.21 	4.47 	7.71 	3.75 	3.18 	2.32 	3.27 	2.20 	3.46 	13.25 	2.55 	5.73 	4.53 	2.25 	2.10 	3.52 	4.16 	5.94 	6.54 	5.25 	2.19 
2121	4.38 	5.04 	7.49 	4.85 	3.39 	2.80 	2.21 	1.61 	3.27 	12.98 	3.46 	13.05 	23.87 	8.09 	13.50 	6.90 	7.55 	6.13 	5.37 	5.99 	3.45 
2122	3.40 	3.41 	5.45 	3.94 	4.33 	4.25 	4.00 	3.05 	2.03 	9.10 	4.59 	12.06 	4.61 	4.08 	4.59 	5.50 	4.51 	7.36 	4.85 	2.18 	1.61 
2123	4.15 	3.67 	5.48 	4.48 	3.18 	1.99 	1.74 	1.49 	1.65 	3.46 	1.58 	3.22 	4.62 	2.76 	5.76 	4.88 	6.96 	9.96 	12.13 	4.91 	3.08 
2124							1.88 	1.70 	1.51 	2.98 	1.42 	2.44 	3.73 	2.79 	2.40 	4.12 	3.64 	4.14 	3.21 	2.70 	1.50 
2125	2.41 	2.84 	4.13 	3.56 	3.50 	3.86 	3.72 	2.02 	7.78 	36.19 	-1.73 	19.02 	4.76 	2.10 	1.69 	1.43 	2.37 	2.85 	2.17 	2.24 	1.23 
2126	5.73 	3.61 	3.51 	2.56 	2.22 	2.44 	1.55 	1.00 	1.40 	6.37 	1.21 	3.19 	2.56 	1.68 	1.26 	0.96 	1.40 	4.82 	2.04 	1.90 	3.25 
2127	3.96 	4.33 	12.83 	12.77 	8.29 	6.72 	4.85 	4.67 	13.30 	7.07 	3.58 	5.26 	9.64 	7.13 	4.67 	5.41 	7.83 	10.95 	7.58 	5.76 	3.74 
2128	5.67 	5.41 	6.80 	6.58 	6.56 	3.34 	2.23 	1.72 	1.87 	4.70 	2.26 	4.93 	4.02 	2.24 	2.23 	7.33 	5.68 	7.25 	6.44 	5.80 	16.21 
2129	3.36 	7.61 	15.48 	6.96 	4.59 	3.82 	2.74 	1.50 	1.88 	6.81 	1.50 	4.83 	4.37 	3.44 	2.26 	1.34 	1.37 	2.16 	1.96 	1.84 	0.87 
2130	5.38 	6.12 	8.72 	3.45 	2.29 	1.68 	1.58 	1.27 	2.25 	7.13 	2.08 	3.17 	1.95 	0.94 	0.81 	0.79 	1.03 	2.89 	1.69 	1.32 	0.69 
2131	2.65 	4.48 	5.21 	3.81 	2.91 	3.44 	3.18 	2.56 	2.84 	6.66 	1.55 	4.71 	4.11 	2.79 	2.43 	1.26 	1.24 	0.95 	1.07 	1.12 	0.73 
2132	5.59 	6.45 	5.87 	3.96 	2.86 	1.99 	2.47 	2.96 	4.07 	5.09 	2.29 	4.04 	4.54 	3.29 	2.31 	1.71 	2.47 	2.47 	2.10 	2.68 	1.61 
2133	2.71 	3.12 	3.75 	2.63 	1.94 	2.12 	1.39 	0.83 	0.81 	2.19 	0.96 	1.64 	1.16 	0.90 	0.78 	0.98 	1.55 	3.07 	1.47 	1.08 	0.82 
2134	4.08 	4.86 	7.89 	3.25 	2.21 	1.85 	1.75 	1.08 	2.04 	6.43 	4.65 	8.38 	7.46 	5.34 	5.18 	3.35 	4.23 	6.40 	5.74 	3.88 	2.61 
2135	3.69 	3.34 	7.13 	3.61 	2.54 	1.78 	1.37 	1.12 	1.39 	7.18 	2.32 	3.54 	2.18 	1.83 	1.58 	1.46 	2.02 	2.55 	2.47 	1.70 	1.51 
2136	4.52 	5.12 	7.12 	7.07 	9.37 	6.26 	1.68 	1.04 	1.18 	3.70 	1.50 	3.35 	3.86 	2.36 	3.22 	3.88 	7.15 	8.95 	5.70 	5.68 	1.41 
2137			6.03 	4.02 	3.27 	2.12 	1.32 	0.98 	1.93 	5.80 	3.29 	6.36 	5.12 	3.09 	3.41 	3.37 	4.23 	8.75 	7.47 	6.67 	3.10 
2138	4.27 	5.92 	4.90 	5.98 	6.11 	5.20 	3.95 	3.85 	8.73 	12.24 	5.91 	9.45 	18.86 	9.68 	5.01 	5.10 	6.13 	6.78 	7.26 	8.68 	12.99 
2139	6.27 	8.02 	7.76 	5.05 	3.18 	2.05 	1.92 	1.31 	1.84 	3.64 	1.17 	3.46 	5.51 	4.92 	2.45 	3.04 	3.49 	4.48 	2.78 	1.85 	1.20 
2140	3.12 	5.67 	6.79 	4.44 	3.46 	3.68 	2.69 	1.32 	1.73 	5.23 	1.19 	4.16 	5.43 	3.40 	2.24 	2.81 	3.75 	5.02 	3.12 	2.40 	1.25 
2141	4.78 	4.62 	5.19 	4.03 	3.73 	4.53 	29.86 	-15.30 	73.81 	21.09 	5.41 	10.73 	10.06 	6.19 	5.91 	8.23 	10.98 	11.77 	3.35 	2.70 	1.19 
2142	10.51 	31.94 	7.89 	6.76 	-1.07 	-0.66 	-0.37 	-0.32 	-1.66 	32.40 	5.63 	5.13 	4.16 	2.58 	1.91 	2.17 	3.44 	8.44 	10.26 	5.21 	2.48 
2143	4.10 	5.16 	5.76 	2.96 	2.24 	1.57 	1.63 	1.19 	2.78 	5.69 	1.62 	3.09 	2.56 	2.45 	2.31 	2.50 	2.70 	3.63 	2.98 	2.70 	1.52 
2144	7.87 	8.02 	12.02 	17.42 	11.15 	5.78 	3.33 	5.33 	-3.52 	-16.49 	7.79 	19.62 	18.23 	3.57 	3.94 	3.79 	6.20 	11.82 	7.29 	11.91 	4.67 
2145		4.88 	6.89 	5.10 	3.44 	2.00 	1.72 	1.44 	1.93 	5.90 	2.17 	5.05 	4.33 	3.29 	2.29 	1.61 	1.65 	1.59 	1.59 	1.66 	1.14 
2146							2.75 	2.61 	10.26 	10.17 	2.26 	4.94 	6.58 	4.02 	1.81 	1.88 	2.21 	2.64 	2.19 	1.80 	1.31 
2147		3.88 	7.11 	6.32 	3.92 	2.85 	2.16 	1.54 	2.12 	6.09 	3.77 	24.71 	14.53 	11.57 	10.31 	13.48 	-1.21 	4.62 	4.53 	4.46 	4.39 
2148		3.51 	5.57 	9.70 	4.92 	3.22 	2.02 	1.84 	2.08 	5.81 	2.13 	18.38 	19.36 	9.95 	10.85 	13.39 	22.26 	77.68 	5.54 	4.00 	2.62 
2149	4.99 	7.51 	10.23 	5.95 	4.63 	3.22 	2.33 	1.61 	2.08 	6.29 	2.32 	6.63 	7.20 	3.72 	3.27 	3.95 	7.24 	10.70 	10.53 	8.80 	4.77 
2150		2.82 	4.59 	4.40 	4.07 	2.57 	2.29 	1.57 	1.73 	5.53 	2.02 	3.90 	7.65 	5.55 	10.89 	7.99 	20.65 	27.80 	48.42 	19.52 	8.79 
2151	2.88 	3.00 	4.78 	4.62 	3.99 	2.53 	2.96 	2.82 	2.37 	17.68 	2.10 	3.71 	2.81 	1.54 	1.83 	1.92 	2.92 	2.74 	2.54 	2.70 	1.20 
2152	4.38 	4.45 	5.77 	4.04 	3.13 	2.28 	1.70 	2.42 	4.92 	7.40 	2.64 	6.61 	4.69 	2.62 	1.85 	2.83 	3.13 	3.75 	2.58 	1.90 	0.95 
2153	3.12 	5.77 	5.34 	3.96 	2.92 	2.30 	1.84 	1.31 	1.41 	3.46 	1.06 	2.45 	2.39 	2.33 	1.67 	1.65 	3.42 	6.01 	6.66 	2.42 	1.82 
2154	5.99 	5.28 	4.25 	2.50 	1.95 	1.24 	1.29 	0.98 	1.81 	3.66 	1.55 	3.47 	2.42 	1.77 	1.57 	1.27 	1.69 	2.57 	1.41 	1.33 	0.73 
2155	2.71 	3.54 	4.25 	3.10 	2.46 	1.94 	1.32 	1.31 	2.07 	5.78 	1.81 	3.90 	4.04 	2.61 	2.71 	2.50 	4.39 	7.97 	6.82 	3.43 	2.53 
2156	11.14 	11.63 	10.21 	6.06 	4.25 	3.98 	2.87 	2.04 	3.16 	7.43 	2.64 	13.11 	9.42 	2.90 	1.92 	0.97 	1.55 	2.61 	2.11 	1.72 	0.69 
2157	4.68 	4.84 	5.48 	4.72 	3.01 	2.56 	2.44 	2.10 	4.75 	27.43 	3.51 	5.85 	5.03 	3.73 	3.74 	4.53 	9.90 	14.17 	12.50 	5.32 	4.42 
2158	4.43 	3.64 	5.72 	4.00 	-305.80 	8.88 	11.79 	3.05 	6.02 	4.54 	1.34 	4.77 	2.68 	1.51 	1.54 	1.18 	1.81 	2.38 	1.99 	1.43 	0.87 
2159	3.34 	3.83 	4.87 	2.95 	2.13 	1.85 	1.54 	1.78 	1.64 	3.81 	1.11 	2.62 	5.67 	3.14 	2.25 	1.30 	1.63 	5.86 	2.15 	2.07 	1.45 
2160	9.12 	12.36 	17.00 	12.09 	7.85 	3.70 	3.92 	2.78 	11.25 	23.96 	10.68 	16.26 	11.19 	6.43 	4.13 	5.69 	6.85 	9.27 	9.26 	6.35 	5.49 
